Periodo,Regiao ,Instituicao,No Total de Partos,No Cesarianas
2016-04,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-04,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-04,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1087,330
2016-04,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",,
2016-04,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",231,69
2016-04,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",732,210
2016-05,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",460,130
2016-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-05,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",700,181
2016-05,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1926,528
2016-05,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",236,94
2016-05,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",155,42
2016-05,Regiao de Saude LVT,Centro Hospitalar do Oeste,584,173
2016-05,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",321,78
2016-05,Regiao de Saude LVT,"Hospital de Loures, PPP",1036,205
2016-05,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",464,133
2016-05,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",476,162
2016-05,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",562,202
2016-05,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",684,223
2016-06,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-06,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",974,211
2016-06,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-06,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",281,111
2016-06,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",682,198
2016-06,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1694,505
2016-06,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",575,201
2016-06,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1558,442
2016-06,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",368,116
2016-06,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2016-06,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",760,221
2016-07,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",971,255
2016-07,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2016-07,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-07,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2016-07,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1401,373
2016-07,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",897,291
2016-07,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",698,248
2016-07,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1332,363
2016-07,Regiao de Saude Norte,"Hospital de Braga, PPP",1668,458
2016-07,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",885,261
2016-08,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",767,212
2016-08,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",336,94
2016-08,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2016-08,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",264,69
2016-08,Regiao de Saude LVT,Centro Hospitalar do Oeste,952,299
2016-08,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",534,143
2016-08,Regiao de Saude LVT,"Hospital de Loures, PPP",1690,332
2016-08,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",775,213
2016-08,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1775,488
2016-08,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1649,477
2014-09,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1219,372
2014-10,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1498,379
2014-09,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1103,364
2014-09,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",584,171
2014-10,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2014-09,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2014-09,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2014-10,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2014-09,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2014-12,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",562,150
2014-12,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",3405,917
2014-11,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2022,525
2014-11,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2546,768
2014-11,Regiao de Saude LVT,Centro Hospitalar do Oeste,1355,370
2014-11,Regiao de Saude LVT,"Hospital de Cascais, PPP",2132,589
2014-12,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2015-02,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",433,132
2015-02,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",359,105
2015-02,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",199,74
2015-02,Regiao de Saude Norte,"Hospital de Braga, PPP",434,130
2015-02,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2015-02,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",214,54
2015-02,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",226,54
2015-02,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",73,36
2015-03,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",132,40
2015-03,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",155,39
2015-03,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-03,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",129,37
2015-03,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",335,115
2015-03,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",527,161
2015-03,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",751,218
2015-03,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",170,59
2015-03,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",343,88
2015-04,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",206,56
2015-04,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1492,433
2015-04,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",555,122
2015-04,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",463,142
2015-04,Regiao de Saude LVT,Centro Hospitalar do Oeste,442,131
2015-04,Regiao de Saude LVT,"Hospital de Loures, PPP",753,177
2015-04,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",490,118
2015-04,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",382,105
2015-04,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",577,184
2015-04,Regiao de Saude Norte,"Hospital de Braga, PPP",875,266
2015-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",222,57
2015-05,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",249,72
2015-05,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",690,150
2015-05,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2015-05,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-05,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-05,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1267,336
2015-05,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",294,104
2015-05,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",676,203
2015-05,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-05,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",583,158
2015-06,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",290,83
2015-06,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",868,193
2015-06,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2015-06,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1104,272
2015-06,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1089,273
2015-06,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",642,233
2015-06,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",900,285
2015-06,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",691,188
2015-06,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",229,105
2015-07,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",307,70
2013-06,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",824,265
2013-06,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",1652,529
2013-05,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1009,267
2013-06,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",518,153
2013-06,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1286,500
2013-05,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1016,236
2013-05,Regiao de Saude LVT,"Hospital de Loures, PPP",835,193
2013-06,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2013-06,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-06,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2013-02,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",68,19
2013-09,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",428,154
2013-08,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",974,299
2013-07,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",797,231
2013-08,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",845,354
2013-09,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1308,358
2013-08,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-08,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-09,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2013-08,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2013-01,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",126,37
2013-02,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",367,101
2013-02,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",209,93
2013-02,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",568,199
2013-03,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",862,290
2013-01,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",210,59
2013-02,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",497,191
2013-03,Regiao de Saude LVT,"Hospital de Cascais, PPP",565,180
2013-02,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-03,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2013-09,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1760,562
2013-09,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1752,456
2013-09,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2769,796
2013-09,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",971,399
2013-09,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1638,456
2013-09,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",902,281
2014-06,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1086,294
2014-06,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1686,501
2014-06,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1060,279
2014-06,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1141,278
2014-06,Regiao de Saude LVT,"Hospital de Cascais, PPP",1103,317
2014-06,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2014-06,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-06,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-06,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2014-08,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1083,248
2014-08,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",355,100
2014-08,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",977,323
2014-08,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2194,590
2014-08,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",1646,421
2014-08,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1707,530
2014-08,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2014-08,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-08,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",671,245
2014-07,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",337,131
2014-06,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",646,169
2014-06,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",699,178
2014-07,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",303,117
2014-07,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",741,177
2014-07,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1504,462
2014-07,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2014-07,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2014-07,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2014-09,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1685,473
2014-09,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2494,675
2014-09,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1451,389
2014-09,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1345,406
2014-09,Regiao de Saude LVT,"Hospital de Cascais, PPP",1700,466
2014-09,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2014-09,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-09,Regiao de Saude LVT,Instituto Gama Pinto,,
2015-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",76,17
2014-12,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1338,343
2015-01,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",148,30
2015-01,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",182,50
2014-12,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",512,192
2015-01,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",114,34
2014-12,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1949,531
2014-12,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2778,829
2015-01,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",128,38
2015-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-11,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",4313,1184
2014-10,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",589,195
2014-11,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",311,104
2014-10,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1363,328
2014-10,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2093,545
2014-10,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2285,697
2014-11,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2014-10,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2014-11,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2014-10,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-04,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",170,42
2015-03,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",390,113
2015-03,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",427,134
2015-04,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",543,119
2015-03,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",118,54
2015-04,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",1092,262
2015-04,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-03,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-03,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1105,329
2015-03,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",299,109
2015-03,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",398,83
2015-03,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",821,196
2015-03,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",583,166
2015-03,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",298,78
2015-02,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",486,149
2015-03,Regiao de Saude LVT,"Hospital de Cascais, PPP",578,166
2015-03,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-03,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-11,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1510,475
2014-11,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1502,360
2014-11,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1238,309
2014-12,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1796,447
2014-12,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1446,494
2014-11,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1303,316
2014-12,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1657,468
2014-12,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",2416,568
2014-12,Regiao de Saude LVT,"Hospital de Loures, PPP",2362,462
2014-11,Regiao de Saude LVT,Instituto Gama Pinto,,
2015-01,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",199,49
2015-01,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",34,22
2015-02,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",235,53
2015-02,Regiao de Saude LVT,"Hospital de Loures, PPP",358,87
2015-02,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-02,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-02,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2015-01,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-01,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-01,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-02,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2013-01,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2013-02,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2013-08,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",496,162
2013-02,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",133,54
2013-12,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",3660,1093
2014-05,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1831,499
2014-04,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",384,136
2014-05,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",727,193
2014-04,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",475,127
2014-04,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",734,202
2014-04,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",176,67
2014-05,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",1339,358
2014-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-04,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2014-09,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",251,80
2014-09,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",436,169
2014-09,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",921,293
2014-09,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1980,597
2014-09,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1836,425
2014-09,Regiao de Saude LVT,Centro Hospitalar do Oeste,1137,315
2014-09,Regiao de Saude Norte,"Hospital de Braga, PPP",1959,596
2014-09,Regiao de Saude LVT,"Hospital de Loures, PPP",1704,338
2014-09,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2014-09,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2014-09,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",937,312
2014-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",864,193
2014-10,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",856,305
2014-09,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1078,273
2014-10,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1223,405
2014-10,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2797,745
2014-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-09,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2014-12,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",567,227
2014-12,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",3573,1050
2014-11,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",2107,542
2014-11,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",478,179
2014-12,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2213,584
2014-11,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",2214,514
2014-12,Regiao de Saude LVT,"Hospital de Cascais, PPP",2351,641
2014-11,Regiao de Saude LVT,"Hospital de Loures, PPP",2151,425
2014-11,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2014-11,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-05,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1929,563
2015-05,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",536,196
2015-05,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",570,137
2015-05,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",716,156
2015-05,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",917,266
2015-05,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",493,184
2015-05,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",765,238
2015-05,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",647,193
2015-05,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2015-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",397,103
2015-03,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",360,108
2015-04,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",458,108
2015-03,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",549,141
2015-04,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1008,276
2015-03,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",389,120
2015-03,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",640,193
2015-04,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-04,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-03,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-12,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",737,242
2015-01,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",402,119
2015-01,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",45,10
2015-01,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",58,12
2014-12,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",1238,412
2015-01,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",288,68
2014-12,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2675,828
2015-01,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",60,22
2014-12,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2014-12,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-01,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",121,38
2015-02,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",269,58
2015-02,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",546,140
2015-02,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",225,81
